### RESUME
run_name,date,n_epochs,lr,wd,B,M,I,D,H,n_epoch_warmup,enc_type,pretrained,coarse_size,fine_size,best_val_loss,best_ep_loss,best_val_accuracy,best_ep_accuracy,best_val_kappa,best_ep_kappa,best_val_f1,best_ep_f1,final_train_loss,final_val_loss,final_train_accuracy,final_val_accuracy,final_train_kappa,final_val_kappa,final_train_f1,final_val_f1,train_vram_mb,train_time_s,val_vram_mb,val_time_s,total_co2_kg,co2_per_epoch_kg
hmsips_ddr_v1,2026-06-29 03:14,50,0.0001,0.1,16,10,10,512,8,10,resnet18,True,224,112,0.463451,29,0.853376,29,0.885856,38,0.66266,25,0.200698,0.540471,0.929712,0.838594,0.938053,0.876857,0.873895,0.636147,1537.9,583.6,1535.5,67.8,0.06408536,0.00128171

### COURBES PAR EPOQUE
epoch,lr,co2_kg,train_loss,train_accuracy,train_kappa,train_f1,val_loss,val_accuracy,val_kappa,val_f1
16,9.456e-05,0.0012864,0.505928,0.81869,0.814837,0.606032,0.549772,0.812225,0.83135,0.574003
17,9.264e-05,0.00129348,0.509059,0.813898,0.802939,0.616424,0.653132,0.768678,0.781158,0.524637
18,9.046e-05,0.00128132,0.488661,0.826038,0.819834,0.641992,0.567173,0.811426,0.76604,0.599767
19,8.803e-05,0.00128692,0.459984,0.8377,0.829511,0.653049,0.545963,0.806632,0.848025,0.593491
20,8.537e-05,0.00126905,0.465195,0.83722,0.833304,0.659918,0.507191,0.823811,0.8259,0.627904
21,8.249e-05,0.00128141,0.446389,0.836581,0.834672,0.655991,0.624822,0.783859,0.811674,0.588103
22,7.941e-05,0.00148063,0.431086,0.842173,0.83633,0.672437,0.496106,0.812625,0.85869,0.631303
23,7.615e-05,0.00130687,0.420715,0.846006,0.850835,0.670994,0.526506,0.803036,0.829605,0.566102
24,7.273e-05,0.00127553,0.42601,0.849521,0.848801,0.670326,0.534797,0.825809,0.835012,0.615101
25,6.917e-05,0.00127042,0.411416,0.853834,0.858348,0.690339,0.468542,0.844187,0.859948,0.66266
26,6.549e-05,0.00126934,0.397059,0.854473,0.852499,0.697958,0.515235,0.831802,0.848899,0.655594
27,6.171e-05,0.00127141,0.39275,0.859744,0.861271,0.715223,0.509046,0.818218,0.852935,0.608004
28,5.786e-05,0.00126453,0.378879,0.866134,0.874144,0.714084,0.516209,0.810627,0.843529,0.604155
29,5.397e-05,0.00125144,0.357493,0.86869,0.877018,0.740114,0.463451,0.853376,0.867003,0.623093
30,5.005e-05,0.00129192,0.363112,0.871725,0.877843,0.730445,0.468143,0.829804,0.883194,0.641785
31,4.613e-05,0.00127865,0.333508,0.879712,0.891237,0.753124,0.479513,0.838993,0.868017,0.624333
32,4.224e-05,0.00127653,0.319765,0.884345,0.899784,0.754857,0.576798,0.803436,0.856606,0.596294
33,3.839e-05,0.00127591,0.30672,0.888658,0.895049,0.774933,0.568644,0.820216,0.857138,0.630143
34,3.461e-05,0.00127512,0.315263,0.891534,0.906907,0.759291,0.514168,0.82501,0.849803,0.635824
35,3.093e-05,0.00126826,0.300885,0.892013,0.901627,0.776224,0.475652,0.838993,0.8742,0.6366
36,2.737e-05,0.00127531,0.2793,0.900799,0.911772,0.798687,0.49641,0.836197,0.874915,0.621468
37,2.395e-05,0.00127076,0.271985,0.904313,0.915156,0.805083,0.46935,0.844586,0.881176,0.660682
38,2.069e-05,0.00125977,0.252792,0.911342,0.922321,0.816136,0.476253,0.846984,0.885856,0.654323
39,1.761e-05,0.00127954,0.255326,0.908147,0.920663,0.808195,0.483344,0.840991,0.884046,0.64429
40,1.473e-05,0.00127236,0.236589,0.914058,0.92418,0.832453,0.506371,0.836197,0.882215,0.644096
41,1.207e-05,0.00129644,0.23099,0.918051,0.931213,0.832671,0.517661,0.829804,0.875391,0.62307
42,9.64e-06,0.00127752,0.216547,0.922364,0.934405,0.849145,0.498475,0.843787,0.881311,0.650511
43,7.46e-06,0.00127287,0.21807,0.921565,0.933114,0.847971,0.514953,0.836596,0.885034,0.628309
44,5.54e-06,0.00127392,0.208768,0.926837,0.939138,0.858745,0.518854,0.842589,0.88517,0.646766
45,3.9e-06,0.00126639,0.208228,0.925399,0.935998,0.853146,0.519232,0.842589,0.883167,0.650004
46,2.54e-06,0.00126475,0.199891,0.93147,0.941828,0.875776,0.540386,0.835398,0.879516,0.628008
47,1.48e-06,0.00125887,0.194172,0.933706,0.94273,0.880506,0.528885,0.837395,0.879919,0.63458
48,7.1e-07,0.00127564,0.201373,0.930831,0.941376,0.870815,0.546313,0.840192,0.878017,0.644131
49,2.5e-07,0.00128898,0.195604,0.932748,0.941963,0.86797,0.544248,0.831802,0.878514,0.630122
50,1e-07,0.001288,0.200698,0.929712,0.938053,0.873895,0.540471,0.838594,0.876857,0.636147
